0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,stages
0.8540047271141549,0.9045881485669539,0.8317376573122862,0.8912137345014448,0.6012709257570079,0.8010371422163522,0.04516113091853259,0.05334026882617582,0.21420883680524253,0.24567419851041775,0.8540047271141549,0.9045881485669539,0.8317376573122862,0.8912137345014448,0.6012709257570079,0.8010371422163522,0.04516113091853259,0.05334026882617582,0.21420883680524253,0.24567419851041775,0.8540047271141549,0.9045881485669539,0.8317376573122862,0.8912137345014448,0.5708289856678135,0.7646472250156688,0.04516113091853259,0.05334026882617582,0.21420883680524253,0.24567419851041775,1
0.9367271844134337,0.9229136728342783,0.9248623631574086,0.9081730417582423,0.8826304717403493,0.8266874794419603,0.006977484672674564,0.05017366365707898,0.2157752250899206,0.2669714825925028,0.8540047271141549,0.9045881485669539,0.8317376573122862,0.8912137345014448,0.6012709257570079,0.8010371422163522,0.04516113091853259,0.05334026882617582,0.21420883680524253,0.24567419851041775,0.9789300766785616,0.8962788952423774,0.9812102286782417,0.8706388630380437,0.9999999999999998,1.0,0.009956009505436857,0.02240196921759041,0.10444394100522328,0.20942955302250268,1
0.9252946980855024,0.9121030151091963,0.9121007941862652,0.8968441351852987,0.8819541364478884,0.880898293259534,0.014594401612624059,0.045036890368820914,0.19080641211201174,0.23261647514177988,0.909149326215487,0.9072294373568098,0.8940258010096377,0.8919081204009027,0.8092915082626253,0.8595913911383362,0.023008600476558904,0.046883715885363886,0.19646010114424786,0.24393537894251102,0.9249077984964906,0.9066144736351524,0.9142075580798391,0.8936709158333773,0.8459396687945369,0.8745491007981347,0.013454290744846071,0.04434942165373612,0.21255912997002605,0.21320979775838692,1
0.9414522899563462,0.9102795784886174,0.9328324992488636,0.8970627772847366,0.9473249926269194,0.9212993668457214,0.005817561495674469,0.043716100619916765,0.21287240762696166,0.2174692545748039,0.9252946980855024,0.9121030151091963,0.9121007941862652,0.8968441351852987,0.8819541364478884,0.880898293259534,0.014594401612624059,0.045036890368820914,0.19080641211201174,0.23261647514177988,0.9356300523011187,0.9142539925089467,0.9259750145083857,0.9037996332715046,0.9067031638452405,0.9198624546848593,0.005409945143125757,0.03092897704065456,0.2182695486008089,0.20316343476181056,1
0.9356300523011187,0.9142539925089467,0.9259750145083857,0.9037996332715046,0.9550570563165004,0.9636391368814279,0.005409945143125757,0.03092897704065456,0.2182695486008089,0.20316343476181056,0.9414522899563462,0.9102795784886174,0.9328324992488636,0.8970627772847366,0.9473249926269194,0.9212993668457214,0.005817561495674469,0.043716100619916765,0.21287240762696166,0.2174692545748039,0.9274523645832273,0.9144405720423358,0.9164098650382874,0.906710512826769,0.9052001746985188,0.9071467130777537,0.005678549624414917,0.035084681304803855,0.2387949532673155,0.2016521073683377,1
0.9274523645832273,0.9144405720423358,0.9164098650382874,0.906710512826769,0.9534739137320454,0.9503182472150742,0.005678549624414917,0.035084681304803855,0.2387949532673155,0.2016521073683377,0.9356300523011187,0.9142539925089467,0.9259750145083857,0.9037996332715046,0.9550570563165004,0.9636391368814279,0.005409945143125757,0.03092897704065456,0.2182695486008089,0.20316343476181056,0.9267247911675203,0.9121167103767834,0.9182298272670234,0.8997619687932294,0.9159419506654569,0.9066899411717841,0.0056773821082049085,0.04248862636488121,0.21574297396483497,0.18501244072882064,1
0.9267247911675203,0.9121167103767834,0.9182298272670234,0.8997619687932294,0.96478854165403,0.9498397373215803,0.0056773821082049085,0.04248862636488121,0.21574297396483497,0.18501244072882064,0.9274523645832273,0.9144405720423358,0.9164098650382874,0.906710512826769,0.9534739137320454,0.9503182472150742,0.005678549624414917,0.035084681304803855,0.2387949532673155,0.2016521073683377,0.9259651974219585,0.9115977235216074,0.918165882902143,0.898579451084158,0.9260625594635903,0.9133621618326475,0.005185340075515969,0.038739477141281176,0.22502793123594758,0.18147568220709728,1
0.9259651974219585,0.9115977235216074,0.918165882902143,0.898579451084158,0.9754488759644171,0.9568294920680327,0.005185340075515969,0.038739477141281176,0.22502793123594758,0.18147568220709728,0.9267247911675203,0.9121167103767834,0.9182298272670234,0.8997619687932294,0.96478854165403,0.9498397373215803,0.0056773821082049085,0.04248862636488121,0.21574297396483497,0.18501244072882064,0.9273644964680772,0.9052939287661302,0.9155874087273833,0.8876941630891584,0.8792247258474755,0.8918520956120632,0.004762026948256816,0.03277719716473776,0.20741470269578896,0.18655009226758087,1
0.9273644964680772,0.9052939287661302,0.9155874087273833,0.8876941630891584,0.9261132110176429,0.9342957517881694,0.004762026948256816,0.03277719716473776,0.20741470269578896,0.18655009226758087,0.9259651974219585,0.9115977235216074,0.918165882902143,0.898579451084158,0.9754488759644171,0.9568294920680327,0.005185340075515969,0.038739477141281176,0.22502793123594758,0.18147568220709728,0.9344463922646455,0.8927142798019879,0.9237294001472779,0.8729016631885151,0.889967712484786,0.8398206179133569,0.006939648528109275,0.030278787994949208,0.1984002700333303,0.17272489763616553,1
0.9344463922646455,0.8927142798019879,0.9237294001472779,0.8729016631885151,0.9374291141742672,0.8797880718574518,0.006939648528109275,0.030278787994949208,0.1984002700333303,0.17272489763616553,0.9273644964680772,0.9052939287661302,0.9155874087273833,0.8876941630891584,0.9261132110176429,0.9342957517881694,0.004762026948256816,0.03277719716473776,0.20741470269578896,0.18655009226758087,0.9061127939315334,0.8961598056809917,0.8918066870251514,0.8758351760812011,0.8033476151658105,0.8173008079507067,0.013481933356962312,0.025777865600731864,0.1947863095934156,0.16331154182876037,1
0.9061127939315334,0.8961598056809917,0.8918066870251514,0.8758351760812011,0.8461896231676715,0.8561965336610406,0.013481933356962312,0.025777865600731864,0.1947863095934156,0.16331154182876037,0.9344463922646455,0.8927142798019879,0.9237294001472779,0.8729016631885151,0.9374291141742672,0.8797880718574518,0.006939648528109275,0.030278787994949208,0.1984002700333303,0.17272489763616553,0.9083081097492194,0.8904496387207993,0.8930135593189427,0.8731915847260916,0.8146877467098828,0.8539898221274527,0.012706620019360623,0.01248275269189511,0.22628810324018642,0.16516349183385295,1
0.9083081097492194,0.8904496387207993,0.8930135593189427,0.8731915847260916,0.8581345165821741,0.8946315950925048,0.012706620019360623,0.01248275269189511,0.22628810324018642,0.16516349183385295,0.9061127939315334,0.8961598056809917,0.8918066870251514,0.8758351760812011,0.8461896231676715,0.8561965336610406,0.013481933356962312,0.025777865600731864,0.1947863095934156,0.16331154182876037,0.9050457885045526,0.8888400271070539,0.8892805955567672,0.8723600674903433,0.8050302266454434,0.8491325632272817,0.013670636430381914,0.018086595844237163,0.21501063881686408,0.16022556820442616,1
0.9050457885045526,0.8888400271070539,0.8892805955567672,0.8723600674903433,0.8479619672277137,0.8895431769813713,0.013670636430381914,0.018086595844237163,0.21501063881686408,0.16022556820442616,0.9083081097492194,0.8904496387207993,0.8930135593189427,0.8731915847260916,0.8581345165821741,0.8946315950925048,0.012706620019360623,0.01248275269189511,0.22628810324018642,0.16516349183385295,0.8950057417093105,0.892191273488616,0.8802146782267045,0.8793456478063917,0.8500952092195149,0.8758284885272074,0.01428384619389354,0.021810524194744496,0.24867020846275237,0.1563735175765987,1
0.8950057417093105,0.892191273488616,0.8802146782267045,0.8793456478063917,0.8954302361346187,0.917509573786951,0.01428384619389354,0.021810524194744496,0.24867020846275237,0.1563735175765987,0.9050457885045526,0.8888400271070539,0.8892805955567672,0.8723600674903433,0.8479619672277137,0.8895431769813713,0.013670636430381914,0.018086595844237163,0.21501063881686408,0.16022556820442616,0.7819123328423128,0.8612967335250657,0.7625143445362675,0.8414548349039173,0.7105701890082872,0.7906583088213632,0.03213285730440543,0.06292632156013345,0.23938589772519656,0.17031410277093265,1
0.7819123328423128,0.8612967335250657,0.7625143445362675,0.8414548349039173,0.7484644369635682,0.8282861056023585,0.03213285730440543,0.06292632156013345,0.23938589772519656,0.17031410277093265,0.8950057417093105,0.892191273488616,0.8802146782267045,0.8793456478063917,0.8954302361346187,0.917509573786951,0.01428384619389354,0.021810524194744496,0.24867020846275237,0.1563735175765987,0.8074454408107743,0.8547580878734445,0.7879115110506331,0.8338119400211601,0.6761472661434154,0.7482813400683921,0.025707871761506466,0.06649260447096217,0.23855301992894176,0.1736616469816387,1
